id	submitdate	lastpage	startlanguage	seed	Exp1	DS_knowENV	DS_Beauty	DS_Mystical	DS_Importance	DS_Abundance	DS_Exciting	DS_Inviting	DS_Relaxing	DS_Calm	DS_knowHA	DS_care	Ant_knowENV	Ant_Beauty	Ant_Mystical	Ant_Importance	Ant_Abundance	Ant_Exciting	Ant_Inviting	Ant_Relaxing	Ant_Calm	Ant_knowHA	Ant_care	RT_knowENV	RT_Beauty	RT_Mystical	RT_Importance	RT_Abundance	RT_Exciting	RT_Inviting	RT_Relaxing	RT_Calm	RT_knowHA	RT_care	Mo_knowENV	Mo_Beauty	Mo_Mystical	Mo_Importance	Mo_Abundance	Mo_Exciting	Mo_Inviting	Mo_Relaxing	Mo_Calm	Mo_knowHA	Mo_care	Ant_ExtLH	RT_ExtLH	Mo_ExtLH	DS_ExtLH	EnvRisk_Ant	EnvRisk_RT	EnvRisk_Mo	EnvRisk_DS	SocRisk_Ant	SocRisk_RT	SocRisk_Mo	SocRisk_DS	Country	Gender	Age	LivingArea	Education	PVQ_Bio1	PVQ_Bio2	PVQ_Bio3	PVQ_Bio4	PVQ_Alt1	PVQ_Alt2	PVQ_Alt3	PVQ_Alt4	PVQ_Alt5	PVQ_Hed1	PVQ_Hed2	PVQ_Hed3	PVQ_Ego1	PVQ_Ego2	PVQ_Ego3	PVQ_Ego4	PVQ_Ego5	NEP1	NEP2	NEP3	NEP4	NEP5	NEP6	NEP7	NEP8	NEP9	NEP10	NEP11	NEP12	NEP13	NEP14	NEP15
18	1.1.1980 0:00	7	en	318520514	4	2	7	7	7	7	7	5	5	7	2	5	2	7	7	7	5	7	5	5	7	2	5	2	7	7	7	7	7	7	7	7	2	5	1	4	7	5	3	5	3	3	4	1	5	2	2	1	5	4	4	4	4	5	5	5	5	Denmark	Female	36-65 years	City centre	Undergraduate degree, University	5	5	6	5	6	6	6	6	6	6	6	6	4	3	4	4	4	5	2	5	2	5	2	4	1	5	2	4	2	5	2	5
19	1.1.1980 0:00	7	en	1235423432	2	2	6	6	7	6	5	5	6	6	2	4	3	7	5	7	5	4	5	4	6	3	5	2	5	4	6	5	4	4	4	6	2	4	3	7	7	7	3	6	4	4	2	3	5	5	4	3	4	4	4	3	4	4	5	5	4	Finland	Female	18-35 years	City centre	Undergraduate degree, University	6	6	6	5	5	5	6	6	6	5	5	5	4	2	3	2	5	5	2	4	4	5	3	5	3	4	2	3	2	4	2	5
20	1.1.1980 0:00	7	fi	1011623730	4	2	5	7	1	3	5	4	3	4	2	3	5	7	7	7	5	5	3	2	4	4	5	4	7	5	7	7	5	7	6	6	4	5	2	4	4	4	1	1	3	3	4	2	2	3	2		4	4	4	4	4	4	2	2	5	Finland	Male	36-65 years	City centre	Post graduate	6	6	6	6	6	6	6	6	6	6	6	6	2	1	2	3	6	5	2	4	2	5	1	4	1	5	1	5	1	5	1	5
22	1.1.1980 0:00	7	fi	76156050	4	3	6	7	7	7	7	4	3	7	2	5	3	7	7	7	7	7	7	6	7	2	5	4	7	7	7	7	7	7	7	7	4	5	2	6	7	7	6	7	6	6	7	2	5	2	3	3	3	4	4	4	4	4	4	4	4	Finland	Female	36-65 years	City suburbs	High school or Vocational school/Trade school	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	4	3	4	2	4	2	4	4	4	1	5	1	4	1	5	2	5
23	1.1.1980 0:00	7	fi	37259422	3	3	5	2	6	5	6	6	6	6	2	4	3	7	6	6	3	6	6	6	6	3	5	4	5	5	5	6	6	6	6	5	3	4	4	5	6	5	2	6	7	5	5	2	3	3	3	5	4	5	3	5	4	4	3	5	4	Finland	Male	18-35 years	City centre	High school or Vocational school/Trade school	6	5	6	5	5	4	5	5	4	5	4	5	3	2	2	3	4	4	2	4	2	4	4	4	1	5	1	5		5	3	5
24	1.1.1980 0:00	7	en	1251425802	2	2	6	6	7	7	7	5	3	5	2	5	3	7	5	6	6	6	6	5	7	2	5	2	7	5	7	6	7	7	7	7	3	5	1	5	6	5	6	6	3	5	5	1	3	3	5	3	5	4	4	3	4	5	4	3	4	Denmark	Male	36-65 years	City centre	Graduate degree, University	5	5	6	3	5	5	6	6	5	5	4	4	1	1	3	4	3	3	1	4	2	4	2	4	2	4	3	4	2	5	2	3
25	1.1.1980 0:00	7	fi	1960445096	2	2	5	5	5	3	5	5	3	5	1	2	2									2	4	3									3	4	3									2	3	3	3	2	2	4	4	2	3	4	4	5	5	Finland	Female	36-65 years	City centre	Undergraduate degree, University	5	5	5	5	6	6	6	6	6	5	5	4	5	4	4	3	3	5	2	5	2	5	4	4	1	5	2	5	1	5	2	5
27	1.1.1980 0:00	7	fi	393030725	3	2	7	6	7	7	6	5	6	6	2	4	3	7	6	7	6	7	5	5	7	3	4	3	7	6	7	7	6	7	6	7	3	4	3	5	7	6	3	7	6	3	5	3	4	2	5	1	3	4	5	4	4	5	5	4	4	Finland	Female	36-65 years	City suburbs	Undergraduate degree, University	5	5	6	6	6	6	6	6	6	4	4	5	3	2	2	3	3	1	1	4	4	5	4	4	2	2	2	4	2	4	2	5
28	1.1.1980 0:00	7	fi	1665127997	3	2	4	5	4	3	4	4	3	4	2	2	2	4	5	4	3	4	4	3	4	2	2	3	4	4	5	5	4	4	5	4	3		1	4	5	4	3	4	4	3	4	1	1	4	5	3	5	5	5	1	5	2	2	1	2		Female	36-65 years	City suburbs	Graduate degree, University	4	4	4	4	3	3	3	3	4	3	3	4	3	3	3	4	4	4	3	3	3	3	3	4	3	4	3	3	2	3	3	3
29	1.1.1980 0:00	7	en	938211759	3	4	7	7	7	7	7	4	7	7	3	4	4	7	7	7	6	7	4	4	7	3	5	3	7	5	7	5	5	6	7	7	3	4	3	4	7	3	2	7	4	2	4	3	2	5	4	1	4	5	5	4	4	4	5	1	5	Finland	Male	18-35 years	City suburbs	Post graduate	5	5	6	4	6	5	6	6	6	6	5	6	4	5	3	4	4	4	2	5	3	5	4	3	2	5	1	3	1	5	3	4
31	1.1.1980 0:00	7	fi	957890631	2	2	4	7	6	3	7	4	1	5	2	4	3	6	6	5	3	5	4	3	5	3	4	3	6	5	7	4	4	5	5	5	3	4	2	4	6	6	1	6	4	3	6	2	3													Finland	Female	36-65 years	City centre	Graduate degree, University	5	5	6	2	6	5	6	6	5	5	5	6	2	1	4	2	2	4	2	4		4	4	4	2	5	2	5	1	5	1	5
32	1.1.1980 0:00	7	fi	51994881	3	3	7	7	7	4	7	4	1	7	2	5	3	7	7	7	3	7	7	2	7	3	5	4	5	4	5	3	3	5	7	6	4	5	2	5	5	5	2	2	4	4	4	2	4	2	5	5	5	4	5	5	4	4	4	3	4	Finland	Female	18-35 years	City centre	Graduate degree, University	6	6	6	6	6	6	6	6	2	2	4	4	2	1	1	5	6	5	1	5	1	5	2	5	1	5	1	5	1	5	4	5
33	1.1.1980 0:00	7	en	1024076835	4	3	6	7	7	6	7	5	6	7	3	5	2	7	7	7	5	6	5	7	7	3	5	4	7	7	7	6	7	7	7	7	4	5	2	7	7	6	4	7	5	7	7	3	5	5	4	3	4	4	4	3	4	4	4	3	4	United Kingdom	Male	18-35 years	City suburbs	Post graduate	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	6	4	2	5	1	5	1	5	1	5	1	5	1	5	1	5
34	1.1.1980 0:00	7	fi	239786607	2	3	6	6	6	5	7	6	6	6	2	4	3	5	5	6	2	3	3	3	6	3	4	3	5	5	6	3	5	5	3	5	3	4	3	3	5	5	2	2	2	4	5	3	3	2	5	1	2	3	3	3	5	2	2	1	2	Finland	Female	36-65 years	City centre	Graduate degree, University	4	4	5	4	4	4	5	6	5	4	3	3	2	2	2	4	4	4	2	4	3	4	4	2	2	4	3	2	4	4	4	3
35	1.1.1980 0:00	7	en	4071001	2	2	5	6	5	5	5	3	3	5	2	3	3	5	3	6	3	5	2	3	3	2	5	3	6	5	6	6	6	6	6	6	5	5	2	3	5	3	3	3	3	3	3	2	3	5	5	2	5	5	4	3	5	5	3	2	2	Finland	Female	18-35 years	City suburbs	Undergraduate degree, University	6	6	6	4	6	6	6	6	5	6	5	6	2	3	3	5	6	5	2	3	4	5	4	4	2	4	2	4	2	3	2	4
37	1.1.1980 0:00	7	fi	719300851	3	2	4	7	6	4	6	4	2	4	2	3	3	7	6	7	4	5	5	4	5	4	5	2	7	6	7	6	6	7	7	6	2	5	2	3	7	5	2	4	5	3	4	2	3	3	4	5	3	4	4	5	4	4	4	4	5	Finland	Female	18-35 years	City centre	High school or Vocational school/Trade school	6	6	6	6	6	6	6	6	6	6	5	6	3	3	4	3	3	5	1	5	2	5	2	4	1	4	1	5	1	5	1	5
38	1.1.1980 0:00	7	en	173252527	4	2	5	6	6	4	5	6	6	6	2	5	3	6	5	6	3	5	4	5	5	3	4	3	6	5	5	4	3	6	7	6	3	5	2	3	5	4	2	3	4	5	5	3	3	1	3	1	3	5	5		5	5	5	2	4	Finland	Male	18-35 years	City centre	Graduate degree, University	5	5	5	4	6	6	6	6	6	5	4	4	1	1	3	4	6	3	3	4	4	4	2	3	2	5	4	3	3	3	2	2
40	1.1.1980 0:00	7	en	938008042	4	3	6	6	6	6	6	6	4	5	3	4	3	5	5	6	5	4	4	3	4	3	4	3	5	4	6	7	4	6	6	6	3	5	2	5	6	4	2	5	3	3	3	2	4	3	5	2	4	4	4	4	4	4	4	4	4	Finland	Female	18-35 years	City centre	Graduate degree, University	5	5	5	5	5	5	5	6	5	5	5	5	4	4	5	3	4	4	3	4	2	5	3	5	1	5	1	4	1	5	3	5
41	1.1.1980 0:00	7	en	1334744569	2	3	7	7	6	5	7	4	5	6	2	5	2	7	7	7	5	7	6	7	6	2	5	3	7	7	7	7	6	7	7	7	3	5	1	7	7	6	1	7	5	4	6	1	5	4	4	3	4	4	4	5	4	4	4	5	4	United Kingdom	Female	18-35 years	Small town/village	Graduate degree, University	6	6	6	6	6	6	6	6	6	6	6	6	3	2	4	5		5	2	5	2	5	5	5	2	5	1	4	1	5	2	5
42	1.1.1980 0:00	7	en	1895464679	2	3	6	5	6	4	6	4	4	4	3	3	4	6	3	6	3	7	6	5	5	4	4	2	4	4	6	6	2	4	4	4	2	3	4	5	3	5	2	7	3	4	4	3	5	1	2	1	5	2	2	2	3					Finland	Female	18-35 years	City centre	Graduate degree, University	4	4	3	2	5	5	5	5	4	3	4	5	2	4	5	4	4	3	3	2	4	1	4		4	5		2	1	2	3	2
43	1.1.1980 0:00	7	en	1046126420	2	3	4	6	6	4	5	3	2	6	3	3	4	6	6	7	3	5	3	5	6	4	4	4	6	5	7	7	5	5	6	6	4	4	4	6	7	7	2	5	3	4	6	4	5	4	4	5	5	4	4	4	4	5	4	3	5	Norway	Male	36-65 years	City suburbs	Graduate degree, University	5	5	6	3	5	3	5	6	6	6	5	5	2	2	3	4	4	3	2	4	4	4	4	4	2	5	2	4	1	4	3	4
44	1.1.1980 0:00	7	en	2097493559	4	3	6	5	6	5	5	4	5	5	3	4	4	7	6	5	5	6	4	4	5	5	4	5	6	5	6	7	5	6	5	5	4	4	3	5	6	4	2	5	2	3	3	3	4	2	2	2	5	5	5	5	4					United States	Male	18-35 years	Rural area	Undergraduate degree, University	5	5	5	6	5	4	5	4	5	6	5	5	2	2	5	2	5	5	3	5	2	5	2	5	3	5	2	3	2	2	3	5
45	1.1.1980 0:00	7	fi	130352667	3	2	6	7	7	6	7	6	6	7	2	4	2	6	7	7	3	6	4	5	5	3	5	4	7	5	7	7	5	7	6	6	4	5	2	6	7	5	1	7	6	5	6	2	4	3	3	3	3	4	5	5	4	4	5	5	4	Finland	Female	18-35 years	City suburbs	Graduate degree, University	6	6	6	5	6	6	6	6	6	5	5	5	3	2	2	3	4	5	1	5	2	5	3	5	1	5	1	4	1	5	2	5
46	1.1.1980 0:00	7	en	776518015	3	2	6	7	6	5	7	5	4	7	2	4	3	7	5	7	2	5	2	6	7	3	5	3	7	6	7	7	6	6	7	7	4	5	3	5	7	3	1	6	2	5	6	3	3	2	4	5	2	5	5	2	4	2	4	2	3	Finland	Male	18-35 years	City centre	Undergraduate degree, University	5	5	6	4	6	5	6	6	5	5	5	5	4	3	5	4	3	4	4	5	2	5	4	5	1	5	1	4	1	4	3	5
48	1.1.1980 0:00	7	fi	67585637	4	2	5	7	6	4	6	4	3	4	2	4	2	6	6	6	5	5	6	4	5	3	4	3	7	5	6	6	4	6	6	7	3	5	1	5	7	4	2	5	5	4	6	2	3	4	4	1	5	4	5		4	4	5	4	4	Finland	Female	18-35 years	City centre	Graduate degree, University	5	5	5	6	4	5	6	4	4	4	4	5	3	2	1	2	4	5	2	4	1	5	2	4	1	4	1	5	1	5	1	5
49	1.1.1980 0:00	7	en	805010629	4	4	6	5	7	6	7	3	5	2	4	5	4	7	5	7	6	7	2	7	4	4	5	5	7	5	7	7	7	7	7	5	5	5	3	5	6	4	3	5	1	4	4	2	4	5	4	2	2	4	4	2	4	4	4	4	5	Finland	Female	18-35 years	City suburbs	Graduate degree, University	6	6	6	5	6	6	6	6	6	5	5	6	2	2	4	3	5	5	3	5	3	5	2	5	1	4	1	4	1	3	2	4
50	1.1.1980 0:00	7	fi	784653465	4	4	7	7	7	2	7	3	6	7	4	5	3	7	7	7	3	7	7	3	7	3	5		7	5	7	7	7	7	7	7	4	5	4	7	7	2	1	7	7	6	7	5	4	4	4	5	2	5	2	4	4	4	5	2	4	Finland		18-35 years	City suburbs	Undergraduate degree, University	6	6	6	5	6	6	6	6	6	6	6	6	6	2	4	4	6	4	2	4	1	5	4	5	1	5	1	5	2	4	2	4
51	1.1.1980 0:00	7	en	512118397	4	2	6	7	3	1	5	3	1	5	2	3	2	7	5	4	2	6	5	5	5	2	4	3	7	3	5	6	3	7	7	7	2	4	2	3	4	3	1	3	3	3	5	3	2	5	5	2	5	4	3	3	5	2	2	1	2	Finland	Female	18-35 years	City centre	Undergraduate degree, University	6	5	6	6	6	4	6	6	5	6	6	6	5	5	5	4	5	4	4	5	2	5	4	4	2	5	1	4	2	2	1	5
52	1.1.1980 0:00	7	en	1769364228	2	1	6	6	4	5	6	4	4	7	2	3	2	6	5	5	4	4	6	7	7	3	4	3	4	4	4	4	4	4	4	4	2	3	2	3	5	4	3	3	3	5	6	3	1	5	5	4	4			1		4				Finland	Male	18-35 years	City centre	Graduate degree, University	5	5	5	1	6	6	6	6	6	5	5	5	1	2	4	3	6	5	4	4	4	4	4	2	1	2	2	2			4	5
53	1.1.1980 0:00	7	en	90834179																																																																																														
54	1.1.1980 0:00	7	fi	1871423232	2	2	7	7	7	6	6	3	3	5	2	3	2	7	6	7	3	5	5	5	5	3	4	3	7	5	7	7	6	6	6	5	3	4	2	6	5	5	2	2	4	3	5	3	2	5	5	3	5	4	5	3	4	3	2	5	2	Finland	Other	18-35 years	City centre	Undergraduate degree, University	3	4	4	5	5	4	5	6	4	6	4	5	2	3	2	5	6	5	4	3	1	5	4	5	1	4	1	5	1	2	2	5
55	1.1.1980 0:00	7	en	230369758	3	4	6	6	6	7	7	6	4	7	3	5	4	7	7	7	4	7	7	7	7	3	5	5	7	7	7	7	7	7	7	7	5	5	3	7	7	7	1	7	2	2	7	2	4	5	4	3	4	4	4		4	4	4		4	United States	Female	18-35 years	City suburbs	High school or Vocational school/Trade school	6	6	6	6	6	6	6	6	6	5	5	6	1	1	1	3	5	5	2	5	1	5	2	5	1	5	1	5	1	5	1	5
56	1.1.1980 0:00	7	fi	1908172112	3	2	7	7	7	7	7	6	7	7	1	5	4	7	7	7	6	7	6	7	7	3	5	3	7	7	7	7	7	7	7	7	2	5	3	5	7	6	4	7	6	5	5	2	4	5	5	2	3	4	4	5	4	4	4	5	4	Finland	Female	36-65 years	City centre	High school or Vocational school/Trade school	6	6	6	6	5	6	6	5	5	4	4	5	3	1	1	1	3	4	1	5	1	5	1	5	1	5	1	4	1	5	1	5
57	1.1.1980 0:00	7	fi	1313716569	4	2	6	4	6	3	6	5	5	4	3	4	3	5	3	5	3	3	5	7	7	3	3	4	6	6	6	7	5	6	7	7	5	4	3	3	5	5	1	3	2	3	4	3	3	5	4	2	5	5	2	5	5	2	2	5	3	Finland	Male	18-35 years	City suburbs	Undergraduate degree, University	5	5	6	6	4	5	5	5	6	4	5	5	4	4	4	3	2	5	4	2	1	4	5	4	2	4	3	5	2	4	2	4
58	1.1.1980 0:00	7	fi	1333181314	4	4	5	7	7	5	7	5	3	6	3	4	4	6	6	6	5	6	5	3	6	4	4	4	6	5	6	6	5	6	6	6	4	4	4	6	6	6	6	6	5	3	5	4	4	2	5	2	5	3	3	2	2	1	2	1	2	Finland	Male	18-35 years	Small town/village	Graduate degree, University	5	5	6	5	5	4	5	5	5	5	5	6	4	3	4	3	4	5	4	2	3	2	4	4	2	4	2	4	3	2	3	4
59	1.1.1980 0:00	7	en	1313366253	2	2	3	5	6	3	5	2	2	6	1	4	2	6	6	6	3	5	5	3	6	2	4	3	6	3	6	5	4	5	6	6	3	4	2	5	6	4	2	6	2	2	6	2	3	5	4	3	5	4	5	4	4	5	5	5	5	Finland	Female	18-35 years	City centre	Post graduate	6	6	6	4	6	6	6	6	6	5	5	5	4	2	2	3	5	4	3	3	3	5	2	5	2	4	1	3	1	5	1	4
61	1.1.1980 0:00	7	fi	1640541027	2	3	5	6	6	3	5	5	4	7	2	3	4	5	6	7	4	6	6	5	6	2	5	3	6	5	6	5	5	7	6	6	2	4	2	5	3	4	2	2	4	5	7	3	2	2	4	1	2	5	5	2	4	5	2	2	4	Finland	Male	18-35 years	City suburbs	Graduate degree, University	6	6	6	4	4	4	6	6	5	6	6	6	5	3	2	3	2	5	2	4	1	5	4	5	2	5	2	5	1	4	3	5
62	1.1.1980 0:00	7	en	2044324383	3	2	6	3	6	2	2	4	6	6	2	4	3	7	7	7	3	5	4	4	6	3	5	4	7	7	7	7	7	7	4	7	4	5	2	4	4	4	4	7	4	4	4	2	3	4	4	3	5	4	5	4	4	3	3	5	5	Australia	Female	36-65 years	Rural area	Post graduate	6	6	6	5	6	6	6	6	5	4	4	4	2	2	1	3	3	4	3	4	2	4	1	5	2	4	1	4	1	5	1	3
63	1.1.1980 0:00	7	en	597604085	3	4	5	6	7	4	5	4	4	4	4	5	4	6	5	4	4	5	4	5	4	3	5	3	5	4	5	5	4	5	5	4	4	4	3	5	6	4	3	5	3	5	4	2	3	3	5	2	5	4	4	2	4	5	5	2	5	Ireland {Republic}	Female	18-35 years	City suburbs	Post graduate	5	4	6	3	6	5	5	5	5	5	5	5	2	2	2	2	4	5	3	4	3	5	3	4	2	3	2	3	2	4	2	4
64	1.1.1980 0:00	7	en	694302143	2	3	4	3	5	5	4	4	6	7	3	3	3	5	4	6	4	6	5	6	6	3	4	2	6	4	7	6	4	5	6	6	3	5	1	5	4	5	1	5	5	6	6	2	3	5	4	5	4	4	4	4	4	2	3	2	3	United States	Male	36-65 years	City suburbs	Post graduate	4	3	4	4	6	5	6	5	6	6	5	4	3	2	3	3	2	4	3	4	4	4	2	3	2	4	2	5	3	4	3	3
65	1.1.1980 0:00	7	en	503452742	3	3	5	7	4	6	7	3	6	7	3	3	4	7	7	5	3	4	2	6	6	4	5	5	7	7	7	7	7	7	5	7	4	5	3	1	7	1	1	1	1	1	1	3	3	4	4	3	4	3	3	4	3	4	4	3	4	Australia		18-35 years	City suburbs	Graduate degree, University	6	6	6	6	5	5	6	4	6	4	4	5	4	4	5	2	6	5	1	5	2	5	1	5	1	4	1	5	1	5	2	5
66	1.1.1980 0:00	7	en	1740650935	4	2	5	6	7	6	6	3	3	6	2	4	3	6	7	7	6	6	6	6	6	3	5	3	7	7	7	7	7	7	7	7	3	4	2	2	7	4	1	5	3	3	3	2	3	5	4	2	5	4	4	2	4	1	3	1	5	Australia	Female	18-35 years	Rural area	Post graduate	6	6	6	6	6	5	5	5	6	6	6	6	2	3	5	3	6	5	4	5	2	5	1	5	1	5	1	5	1	4	2	5
67	1.1.1980 0:00	7	en	273963172	4	3	6	6	6	6	6	6	4	6	5	5	3	6	6	5	3	5	5	2	3	3	4	5	6	6	7	7	7	7	7	7	5	5	2	1	1	3	3	2	3	3	1	1	1	5	4	3	4	4	4	3	4	4	4	4	4	Kenya	Male	18-35 years	City suburbs	Graduate degree, University	6	6	6	6	5	5	5	3	3	3	3	6	2	2	4	6	6	1	5	3	4	1	5	5	5	5	3	1	5	5	5	1
68	1.1.1980 0:00	7	en	1162105513	3	2	7	7	7	7	7	5	5	7	2	5	2	7	7	7	7	7	7	7	7	4	5	4	7	7	7	7	7	7	7	7	4	5	2	7	7	7	7	7	7	7	7	2	4	4	4	3	4	4	4	3	4	4	4	3	4	Australia	Female	18-35 years	City centre	Graduate degree, University	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	2	5	1	5	2	5	1	5	2	5	1	5	1	5	1	5
69	1.1.1980 0:00	7	en	1040859368	2	5	7	7	7	5	7	7	6	6	5	5	4	7	7	7	6	7	6	6	5	4	5	3	6	6	7	6	6	6	6	6	3	5	2	6	4	3	2	2	2	3	2	2	2	3	5		5	4	4	1	4	4	4	4	4	France	Female	18-35 years	City centre	Post graduate	6	6	5	4	6	6	6	6	5	4	4	4	4	4	5	3	4	5	2	4		5	3	4	5	4	1	4	1	3	2	5
70	1.1.1980 0:00	7	en	222193808	2	2	6	6	7	6	6	4	6	6	3	5	3	6	6	7	6	7	4	2	4	3	5	3	6	4	7	6	6	7	5	5	3	5	3	6	6	7	1	7	7	6	4	3	4	3	3	3	3	4	4	1	4	4	4	2	4	Australia	Male	36-65 years	City suburbs	Post graduate	5	5	5	3	6	6	6	6	6	6	6	6	1	2	4	4	5	5	4	4	3	5	2	2	1	5	2	5	1	4	2	5
